File,Line,Column,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-file-unix.c,334,7,5,race,chmod,"This accepts filename arguments; if an attacker can move those files, a race condition results. (CWE-362)",Use fchmod( ) instead,,CWE-362,"  if (chmod (filename_c, 0644) == -1)",e469eb72eedfb12f9283097a5d9a64205ff635704eb1a85f8aa869977b404c5a
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-sysdeps-unix.c,1222,20,5,race,chmod,"This accepts filename arguments; if an attacker can move those files, a race condition results. (CWE-362)",Use fchmod( ) instead,,CWE-362,"  if (!abstract && chmod (path, 0777) < 0)",3e47a82ae79afb9dba5bb4e231558399e1891177a1b7a9394ba1911f8e3538d7
/home/capstone/Desktop/root/dbus-1.12.16/bus/activation-helper.c,354,7,4,shell,execv,This causes a new program to execute and is difficult to use safely (CWE-78),try using a library call that implements the same functionality if available,,CWE-78,"  if (execv (argv[0], argv) < 0)",eb8024d358c8ececebbd3fc8933e8cc0e0aafd5f2e4d08726d154a207ee2bcda
/home/capstone/Desktop/root/dbus-1.12.16/bus/apparmor.c,187,12,4,format,syslog,"If syslog's format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant format string for syslog,,CWE-134,      goto syslog;,d62ca682c118f06f23ecece0c392ad166f240c6f5f753afac45d1d79f077dd43
/home/capstone/Desktop/root/dbus-1.12.16/bus/apparmor.c,194,14,4,format,syslog,"If syslog's format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant format string for syslog,,CWE-134,        goto syslog;,d62ca682c118f06f23ecece0c392ad166f240c6f5f753afac45d1d79f077dd43
/home/capstone/Desktop/root/dbus-1.12.16/bus/apparmor.c,205,1,4,format,syslog,"If syslog's format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant format string for syslog,,CWE-134,syslog:,4ffb0e738826b678126f12d3010ddc099ce9ebaac99537828346b68031938a22
/home/capstone/Desktop/root/dbus-1.12.16/bus/bus.c,73,16,4,format,syslog,"If syslog's format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant format string for syslog,,CWE-134,  unsigned int syslog : 1;,ccf02b0c5f4c5cefd1554177d86baef1140c94c2074ab303211d0881c094d2f0
/home/capstone/Desktop/root/dbus-1.12.16/bus/bus.c,309,20,4,format,syslog,"If syslog's format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant format string for syslog,,CWE-134,      if (context->syslog),1cb1066589ca576291efb6fa0f5ca5bca156c2d2aa494a7af1c8d77cc96b4ee6
/home/capstone/Desktop/root/dbus-1.12.16/bus/bus.c,984,20,4,format,syslog,"If syslog's format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant format string for syslog,,CWE-134,      if (context->syslog),1cb1066589ca576291efb6fa0f5ca5bca156c2d2aa494a7af1c8d77cc96b4ee6
/home/capstone/Desktop/root/dbus-1.12.16/bus/bus.c,1371,19,4,format,syslog,"If syslog's format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant format string for syslog,,CWE-134,  return context->syslog;,536b3530f909e7d468ba922fe33ceb0be6198e70b2f2888a834e1521101a8c66
/home/capstone/Desktop/root/dbus-1.12.16/bus/config-parser.c,119,16,4,format,syslog,"If syslog's format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant format string for syslog,,CWE-134,  unsigned int syslog : 1; /**< TRUE to enable syslog */,39747b626da7067790bdb8ea93aaf9a37264b11fdbf752b9e8569d3f149d20a4
/home/capstone/Desktop/root/dbus-1.12.16/bus/config-parser.c,2950,18,4,format,syslog,"If syslog's format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant format string for syslog,,CWE-134,  return parser->syslog;,03d1572486b6388d613532293a4fc58a7e08bc8cc6a893c2699b3584fddc8509
/home/capstone/Desktop/root/dbus-1.12.16/bus/main.c,151,3,4,format,fprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"  fprintf (stderr,",1aac85d2020b863ccab5fdbfb29a3d9bc3b428cfb38cf625c96f0dbcc90ba9f6
/home/capstone/Desktop/root/dbus-1.12.16/bus/selinux.c,140,5,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134)",Use a constant for the format specification,,CWE-134,"    vsnprintf(buf, sizeof(buf), fmt, ap);",417f0f62d45616e9edde59ca6c05eea7f8ecc32dff8197b2f87282309dc2e1e5
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-internals.c,311,11,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"          strcpy(module_name,last_slash+1);",b80526f678c1fede858ba2677561007552c1c22e979353797822b2818b96f80e
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-internals.c,427,3,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"  strcpy(buf,module_name);",86433ea39aa06e4bf438edd3fd6e7ba1753065e757167a0af3bba7f4dae61f5c
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-internals.c,429,3,4,buffer,sprintf,Does not check for buffer overflows (CWE-120),"Use sprintf_s, snprintf, or vsnprintf",,CWE-120,"  sprintf (buf+strlen(buf), ""[%s(%d):%s] "",_dbus_file_path_extract_elements_from_tail(file,2),line,function);",b00e6ddf26ea9cf86d2374cbe170499c6bc8c6053bd905720bd04c3bd5df167a
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-internals.c,431,3,4,format,vsprintf,Potential format string problem (CWE-134),Make format string constant,,CWE-134,"  vsprintf (buf+strlen(buf),format, args);",5acaf383a2bac04ac31ed39ddc68681e5561504cd036139bc5220a017b0ba567
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-internals.c,440,3,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"  vfprintf (stderr, format, args);",7598b9622bd5c7f898c540d0b39d18a3af7d081811ece6b6e82a4223e97bac61
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-marshal-recursive-util.c,2767,3,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"  strcpy (buf, sample_signatures[seed % _DBUS_N_ELEMENTS(sample_signatures)]);",b5a5e21bd5355d966979c023478a7dca1f474cc910569c022a4155016ba1704e
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-spawn-win.c,523,7,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"      strcpy (p, strings[i]);",b39b23d10704ee1034816419743c87d8f40505d0cc37816b16c1a764dfd5b4fc
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-string.c,1095,3,4,format,vsprintf,Potential format string problem (CWE-134),Make format string constant,,CWE-134,"  vsprintf ((char*) (real->str + (real->len - len)),",14110c82cdaf266ff44dbb9b9b5e86eb78c88e5846496b95ca14d227784e9a71
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-sysdeps-unix.c,1073,7,4,shell,execvp,This causes a new program to execute and is difficult to use safely (CWE-78),try using a library call that implements the same functionality if available,,CWE-78,"      execvp (path, (char * const *) argv);",3f04cac700499f2d2eaf10eea0e9eabf29f0899e18e76f7bca99bb8de16136fc
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-sysdeps-unix.c,3517,9,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134)",Use a constant for the format specification,,CWE-134,"  len = vsnprintf (static_buf, bufsize, format, args_copy);",5fff0e76b343ecbb6d94567d8c8829c47e490a4659e01df5b51e11be065c65a1
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-sysdeps-unix.c,3536,11,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134)",Use a constant for the format specification,,CWE-134,"      if (vsnprintf (static_buf, 1, format, args_copy) == 1)",10cd5c93d06529eda70fcab48abb5e8c906681e4d2de36ed5fe9b76a58608916
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-sysdeps-unix.c,3556,13,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134)",Use a constant for the format specification,,CWE-134,"      len = vsnprintf (buf, bufsize, format, args_copy);",75d4d5353c0310130399ab53ceb47593919476333303bd8bc0663603923d698c
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-sysdeps-unix.c,3741,11,4,shell,execv,This causes a new program to execute and is difficult to use safely (CWE-78),try using a library call that implements the same functionality if available,,CWE-78,"          execv (progpath, (char * const *) argv);",ca9306b1aafbf06fdd82f9123a2f7f0d0f5de0ece7ddbdd1de2e251d646465fe
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-sysdeps-unix.c,3750,13,4,shell,execvp,This causes a new program to execute and is difficult to use safely (CWE-78),try using a library call that implements the same functionality if available,,CWE-78,"            execvp (strrchr (progpath, '/')+1, (char * const *) argv);",cbe8f3a07caf0748c4af72cf56c0d22a2270f2e69acd43ac069eeecb99efc0d5
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-sysdeps-unix.c,3753,9,4,shell,execvp,This causes a new program to execute and is difficult to use safely (CWE-78),try using a library call that implements the same functionality if available,,CWE-78,"        execvp (progpath, (char * const *) argv);",4b8b4eaaf538ea94a7e9136028dc7374636cd7bf1d59efdda93d6c7ec8d48aeb
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-sysdeps-unix.c,4728,7,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"      vfprintf (stderr, msg, tmp);",fb4f0148592d00fb31a531590778a93548e398bf5a79fe87747a1ae5367ae539
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-sysdeps-util-unix.c,550,11,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!)","Set up the correct permissions (e.g., using setuid()) and try to open the file directly",,CWE-362/CWE-367!,"  return (access (file, F_OK) == 0);",7c8cc89fd94910538cd59829ca778e6630e5d7b5d3ac628b76d1686a5e59375c
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-sysdeps-win.c,2449,27,4,format,fprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"#define DPRINTF(fmt, ...) fprintf (stderr, fmt, ##__VA_ARGS__)",4863fd00ed0c7c5ddf014069b69ecf1824fe42ae29e2a23b8ec9062a59c2bfca
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-sysdeps-win.c,2915,3,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"  strcpy( shared_addr, address);",c60146b9dc9fbb0443c3a4049dfa0e1a879a316cb6d4ebce7fadb18a8254f278
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-sysdeps-win.c,3730,7,4,format,vsnprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134)",Use a constant for the format specification,,CWE-134,"      vsnprintf(buf, sizeof(buf), format, tmp);",995c8ae2d18027a46f20000ede119614180bcc7704c2600396de53c4d596a6b9
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-sysdeps-win.c,3739,7,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"      vfprintf (stderr, msg, tmp);",fb4f0148592d00fb31a531590778a93548e398bf5a79fe87747a1ae5367ae539
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-sysdeps-wince-glue.c,231,3,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"  strcpy (stpcpy (stpcpy (result, tmp), ""\\bin\\""), name);",b7538b752f078419cd5ebf787ed50bdc5d23e768e7d1b2d59ea1a435b6f44bb3
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-sysdeps-wince-glue.c,255,3,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"  strcpy (stpcpy (stpcpy (result, tmp), ""\\""), name);",31f8d72810f082ad3cee793462337e32e8d5206ac27679bda5efe965cf64381e
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-sysdeps-wince-glue.c,278,3,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"  strcpy (result, dir);",dc6560deea2a3a00fcefb7a7c0f6b801d93ac6ec27561349e2623f44b81589ba
/home/capstone/Desktop/root/dbus-1.12.16/dbus/dbus-sysdeps-wince-glue.c,481,3,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"  strcpy (lpBuffer, filename);",91d9186158189d0b00669b14911058531c3c3ca5fc5c7be56f07779d3ea7e779
