File,Line,Column,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint
/home/capstone/Desktop/root/bind9-9.16.1/bin/named/server.c,12686,8,5,race,chown,"This accepts filename arguments; if an attacker can move those files, a race condition results. (CWE-362)",Use fchown( ) instead,,CWE-362,"	ret = chown(dbpath_copy, ns_os_uid(), -1);",153dfe559e850d7432fabca7a1b4b242425d2114be2a4492b3e8a47c8e3c620d
/home/capstone/Desktop/root/bind9-9.16.1/bin/named/unix/os.c,611,8,5,race,chown,"This accepts filename arguments; if an attacker can move those files, a race condition results. (CWE-362)",Use fchown( ) instead,,CWE-362,"			    chown(filename, runas_pw->pw_uid,",ca833060d2bc8afe5851a9405bef7d4c3f1dc91391d1c38d05900c8818784c8b
/home/capstone/Desktop/root/bind9-9.16.1/bin/tests/optional/fsaccess_test.c,43,6,5,race,chmod,"This accepts filename arguments; if an attacker can move those files, a race condition results. (CWE-362)",Use fchmod( ) instead,,CWE-362,"	n = chmod(PATH, 0);",b2814432d31fbe68f8cdb939fcd3ff021c89fbed7bb5017cb5185de7386b762e
/home/capstone/Desktop/root/bind9-9.16.1/lib/isc/mem.c,107,16,5,buffer,gets,"Does not check for buffer overflows (CWE-120, CWE-20)",Use fgets() instead,,"CWE-120, CWE-20",	unsigned long gets;,976fce5d3355fd96fe24c9232caddad9a0864d04954ddea1500123550114222b
/home/capstone/Desktop/root/bind9-9.16.1/lib/isc/mem.c,200,15,5,buffer,gets,"Does not check for buffer overflows (CWE-120, CWE-20)",Use fgets() instead,,"CWE-120, CWE-20",	unsigned int gets; /*%< # of requests to this pool */,254bcca05a926169850e10672232b68a5f1949847bc78706ca6638c74110551f
/home/capstone/Desktop/root/bind9-9.16.1/lib/isc/mem.c,577,36,5,buffer,gets,"Does not check for buffer overflows (CWE-120, CWE-20)",Use fgets() instead,,"CWE-120, CWE-20",		INSIST(ctx->stats[ctx->max_size].gets != 0U);,ff33cc890aa0a2e336c9741859226e5ba38a13e390edc6bc17e742ffd2ba9251
/home/capstone/Desktop/root/bind9-9.16.1/lib/isc/mem.c,604,26,5,buffer,gets,"Does not check for buffer overflows (CWE-120, CWE-20)",Use fgets() instead,,"CWE-120, CWE-20",	INSIST(ctx->stats[size].gets != 0U);,a37ef4a1022d13c1ad7dc281afb6f9a729e8032aaa275ece6522f47ec68b24be
/home/capstone/Desktop/root/bind9-9.16.1/lib/isc/mem.c,691,36,5,buffer,gets,"Does not check for buffer overflows (CWE-120, CWE-20)",Use fgets() instead,,"CWE-120, CWE-20",		INSIST(ctx->stats[ctx->max_size].gets > 0U);,17920e297addfaf2062a6f7082fd3f1b7bf222c291c351efc3abbf47c8ec9ee3
/home/capstone/Desktop/root/bind9-9.16.1/lib/isc/mem.c,694,27,5,buffer,gets,"Does not check for buffer overflows (CWE-120, CWE-20)",Use fgets() instead,,"CWE-120, CWE-20",		INSIST(ctx->stats[size].gets > 0U);,0fdc0d529702885baec0899962af7bf54165fc118b4788ef1b57c88e20601062
/home/capstone/Desktop/root/bind9-9.16.1/lib/isc/mem.c,882,22,5,buffer,gets,"Does not check for buffer overflows (CWE-120, CWE-20)",Use fgets() instead,,"CWE-120, CWE-20",			if (ctx->stats[i].gets != 0U) {,0130d745bc33a62b423148c3ea78a145a9b7ecdb5be5afec272fa710a502fe12
/home/capstone/Desktop/root/bind9-9.16.1/lib/isc/mem.c,887,39,5,buffer,gets,"Does not check for buffer overflows (CWE-120, CWE-20)",Use fgets() instead,,"CWE-120, CWE-20","					ctx, ctx->name, i, ctx->stats[i].gets);",cae05bbbe79bdf322f2eac9bc55ee2a758252fb28ed7bae7a3eb8f5ee13f8de8
/home/capstone/Desktop/root/bind9-9.16.1/lib/isc/mem.c,1203,21,5,buffer,gets,"Does not check for buffer overflows (CWE-120, CWE-20)",Use fgets() instead,,"CWE-120, CWE-20","			s->totalgets, s->gets);",169d1ed992167337754e0f3f968b03d1a66a2dcb710e0cd615053867a27104c3
/home/capstone/Desktop/root/bind9-9.16.1/lib/isc/mem.c,1236,27,5,buffer,gets,"Does not check for buffer overflows (CWE-120, CWE-20)",Use fgets() instead,,"CWE-120, CWE-20","			pool->fillcount, pool->gets,",3bbc6ad44bbdccae9d6ed39b67c9f4a58f648d0c216143632ff96604608e66f3
/home/capstone/Desktop/root/bind9-9.16.1/lib/isc/unix/fsaccess.c,80,6,5,race,chmod,"This accepts filename arguments; if an attacker can move those files, a race condition results. (CWE-362)",Use fchmod( ) instead,,CWE-362,"	if (chmod(path, mode) < 0) {",b692202c1bb912e210403d301fa8f7b0c6b39b90aeb5f1df3d68c543a7d0946c
/home/capstone/Desktop/root/bind9-9.16.1/lib/isc/unix/socket.c,4361,6,5,race,chmod,"This accepts filename arguments; if an attacker can move those files, a race condition results. (CWE-362)",Use fchmod( ) instead,,CWE-362,"	if (chmod(path, perm) < 0) {",f22d449a23cabdb937ad93dbb0504a253ee19830991bf4d17b9393c493591083
/home/capstone/Desktop/root/bind9-9.16.1/lib/isc/unix/socket.c,4369,6,5,race,chown,"This accepts filename arguments; if an attacker can move those files, a race condition results. (CWE-362)",Use fchown( ) instead,,CWE-362,"	if (chown(path, owner, group) < 0) {",b2b4076b3aa7589c2107c30209842d27e7f78e626001c8c44d2eeaebee6accb4
/home/capstone/Desktop/root/bind9-9.16.1/lib/isc/win32/dir.c,264,8,5,race,chmod,"This accepts filename arguments; if an attacker can move those files, a race condition results. (CWE-362)",Use fchmod( ) instead,,CWE-362,"			i = chmod(templet, 0700);",742de3272a87849d4d7d42e642b507919a1b49becc2f8934d24d949ae7ad8037
/home/capstone/Desktop/root/bind9-9.16.1/bin/check/named-checkconf.c,658,4,4,format,printf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"			printf(VERSION ""\n"");",0322f173698bde33675d07d4bb937954781a82b32f335b0180817b8c46b3d2c3
/home/capstone/Desktop/root/bind9-9.16.1/bin/check/named-checkzone.c,356,4,4,format,printf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"			printf(VERSION ""\n"");",0322f173698bde33675d07d4bb937954781a82b32f335b0180817b8c46b3d2c3
/home/capstone/Desktop/root/bind9-9.16.1/bin/confgen/util.c,31,3,4,format,vfprintf,"If format strings can be influenced by an attacker, they can be exploited (CWE-134)",Use a constant for the format specification,,CWE-134,"		vfprintf(stderr, fmt, ap);",381056f19c08f4331c17c78750842a683ae04a2ee42516551c66ce2e05d9807e
